26-Jan-2021 12:36:22
Meas. Pulse Power provided by IQ-Mod and Small signal Gain Response
CW @ 8.5GHz and -20dBm

Time(Sec.)	 Gain(dB)            Pout(dBm)	
 51.36    8.887072e-01    4.584753e-01
 51.37    8.932474e-01    4.495654e-01
 51.38    8.976983e-01    4.406106e-01
 51.39    9.020595e-01    4.316118e-01
 51.4    9.063304e-01    4.225697e-01
 51.41    9.105107e-01    4.134855e-01
 51.42    9.146000e-01    4.043598e-01
 51.43    9.185978e-01    3.951938e-01
 51.44    9.225037e-01    3.859882e-01
 51.45    9.263174e-01    3.767440e-01
 51.46    9.300385e-01    3.674621e-01
 51.47    9.336665e-01    3.581435e-01
 51.48    9.372012e-01    3.487891e-01
 51.49    9.406422e-01    3.393998e-01
 51.5    9.439891e-01    3.299766e-01
 51.51    9.472416e-01    3.205204e-01
 51.52    9.503994e-01    3.110321e-01
 51.53    9.534622e-01    3.015127e-01
 51.54    9.564296e-01    2.919632e-01
 51.55    9.593013e-01    2.823844e-01
 51.56    9.620772e-01    2.727774e-01
 51.57    9.647568e-01    2.631432e-01
 51.58    9.673399e-01    2.534826e-01
 51.59    9.698264e-01    2.437967e-01
 51.6    9.722158e-01    2.340864e-01
 51.61    9.745080e-01    2.243527e-01
 51.62    9.767028e-01    2.145966e-01
 51.63    9.787999e-01    2.048190e-01
 51.64    9.807991e-01    1.950209e-01
 51.65    9.827002e-01    1.852033e-01
 51.66    9.845031e-01    1.753672e-01
 51.67    9.862075e-01    1.655136e-01
 51.68    9.878133e-01    1.556434e-01
 51.69    9.893203e-01    1.457577e-01
 51.7    9.907284e-01    1.358573e-01
 51.71    9.920374e-01    1.259434e-01
 51.72    9.932472e-01    1.160169e-01
 51.73    9.943577e-01    1.060788e-01
 51.74    9.953688e-01    9.613011e-02
 51.75    9.962803e-01    8.617178e-02
 51.76    9.970922e-01    7.620483e-02
 51.77    9.978044e-01    6.623027e-02
 51.78    9.984168e-01    5.624908e-02
 51.79    9.989293e-01    4.626227e-02
 51.8    9.993420e-01    3.627083e-02
 51.81    9.996547e-01    2.627576e-02
 51.82    9.998675e-01    1.627807e-02
 51.83    9.999803e-01    6.278743e-03
 51.84    9.999931e-01   -3.721207e-03
 51.85    9.999059e-01   -1.372079e-02
 51.86    9.997187e-01   -2.371899e-02
 51.87    9.994315e-01   -3.371483e-02
 51.88    9.990444e-01   -4.370729e-02
 51.89    9.985574e-01   -5.369538e-02
 51.9    9.979705e-01   -6.367810e-02
 51.91    9.972838e-01   -7.365446e-02
 51.92    9.964974e-01   -8.362345e-02
 51.93    9.956114e-01   -9.358407e-02
 51.94    9.946258e-01   -1.035353e-01
 51.95    9.935407e-01   -1.134763e-01
 51.96    9.923563e-01   -1.234058e-01
 51.97    9.910726e-01   -1.333231e-01
 51.98    9.896899e-01   -1.432269e-01
 51.99    9.882081e-01   -1.531165e-01
 52    9.866276e-01   -1.629908e-01
 52.01    9.849484e-01   -1.728487e-01
 52.02    9.831707e-01   -1.826894e-01
 52.03    9.812947e-01   -1.925118e-01
 52.04    9.793205e-01   -2.023150e-01
 52.05    9.772484e-01   -2.120979e-01
 52.06    9.750786e-01   -2.218596e-01
 52.07    9.728113e-01   -2.315992e-01
 52.08    9.704467e-01   -2.413155e-01
 52.09    9.679851e-01   -2.510078e-01
 52.1    9.654266e-01   -2.606749e-01
 52.11    9.627717e-01   -2.703160e-01
 52.12    9.600204e-01   -2.799300e-01
 52.13    9.571732e-01   -2.895161e-01
 52.14    9.542302e-01   -2.990732e-01
 52.15    9.511918e-01   -3.086004e-01
 52.16    9.480583e-01   -3.180967e-01
 52.17    9.448300e-01   -3.275612e-01
 52.18    9.415072e-01   -3.369930e-01
 52.19    9.380902e-01   -3.463910e-01
 52.2    9.345795e-01   -3.557545e-01
 52.21    9.309752e-01   -3.650823e-01
 52.22    9.272779e-01   -3.743737e-01
 52.23    9.234879e-01   -3.836276e-01
 52.24    9.196055e-01   -3.928431e-01
 52.25    9.156312e-01   -4.020194e-01
 52.26    9.115653e-01   -4.111554e-01
 52.27    9.074082e-01   -4.202504e-01
 52.28    9.031604e-01   -4.293033e-01
 52.29    8.988223e-01   -4.383133e-01
 52.3    8.943943e-01   -4.472794e-01
 52.31    8.898768e-01   -4.562009e-01
 52.32    8.852704e-01   -4.650767e-01
 52.33    8.805755e-01   -4.739060e-01
 52.34    8.757924e-01   -4.826879e-01
 52.35    8.709219e-01   -4.914215e-01
 52.36    8.659642e-01   -5.001060e-01
 52.37    8.609199e-01   -5.087405e-01
 52.38    8.557895e-01   -5.173241e-01
 52.39    8.505736e-01   -5.258560e-01
 52.4    8.452726e-01   -5.343353e-01
 52.41    8.398871e-01   -5.427612e-01
 52.42    8.344175e-01   -5.511328e-01
 52.43    8.288646e-01   -5.594493e-01
 52.44    8.232287e-01   -5.677098e-01
 52.45    8.175106e-01   -5.759136e-01
 52.46    8.117107e-01   -5.840597e-01
 52.47    8.058296e-01   -5.921475e-01
 52.48    7.998679e-01   -6.001761e-01
 52.49    7.938263e-01   -6.081446e-01
 52.5    7.877052e-01   -6.160523e-01
 52.51    7.815054e-01   -6.238985e-01
 52.52    7.752275e-01   -6.316822e-01
 52.53    7.688720e-01   -6.394027e-01
 52.54    7.624396e-01   -6.470594e-01
 52.55    7.559310e-01   -6.546513e-01
 52.56    7.493468e-01   -6.621777e-01
 52.57    7.426877e-01   -6.696380e-01
 52.58    7.359543e-01   -6.770312e-01
 52.59    7.291473e-01   -6.843568e-01
 52.6    7.222674e-01   -6.916139e-01
 52.61    7.153152e-01   -6.988019e-01
 52.62    7.082916e-01   -7.059200e-01
 52.63    7.011971e-01   -7.129675e-01
 52.64    6.940325e-01   -7.199437e-01
 52.65    6.867984e-01   -7.268479e-01
 52.66    6.794957e-01   -7.336795e-01
 52.67    6.721251e-01   -7.404376e-01
 52.68    6.646872e-01   -7.471217e-01
 52.69    6.571829e-01   -7.537311e-01
 52.7    6.496129e-01   -7.602652e-01
 52.71    6.419779e-01   -7.667232e-01
 52.72    6.342787e-01   -7.731045e-01
 52.73    6.265160e-01   -7.794085e-01
 52.74    6.186907e-01   -7.856346e-01
 52.75    6.108036e-01   -7.917821e-01
 52.76    6.028554e-01   -7.978505e-01
 52.77    5.948468e-01   -8.038391e-01
 52.78    5.867789e-01   -8.097472e-01
 52.79    5.786522e-01   -8.155744e-01
 52.8    5.704676e-01   -8.213201e-01
 52.81    5.622260e-01   -8.269836e-01
 52.82    5.539282e-01   -8.325644e-01
 52.83    5.455750e-01   -8.380620e-01
 52.84    5.371673e-01   -8.434757e-01
 52.85    5.287058e-01   -8.488051e-01
 52.86    5.201915e-01   -8.540497e-01
 52.87    5.116251e-01   -8.592088e-01
 52.88    5.030076e-01   -8.642820e-01
 52.89    4.943397e-01   -8.692688e-01
 52.9    4.856225e-01   -8.741686e-01
 52.91    4.768567e-01   -8.789811e-01
 52.92    4.680432e-01   -8.837056e-01
 52.93    4.591828e-01   -8.883418e-01
 52.94    4.502766e-01   -8.928891e-01
 52.95    4.413254e-01   -8.973472e-01
 52.96    4.323300e-01   -9.017155e-01
 52.97    4.232913e-01   -9.059936e-01
 52.98    4.142104e-01   -9.101812e-01
 52.99    4.050880e-01   -9.142777e-01
 53    3.959252e-01   -9.182828e-01
 53.01    3.867227e-01   -9.221961e-01
 53.02    3.774815e-01   -9.260171e-01
 53.03    3.682026e-01   -9.297456e-01
 53.04    3.588869e-01   -9.333810e-01
 53.05    3.495353e-01   -9.369232e-01
 53.06    3.401488e-01   -9.403716e-01
 53.07    3.307282e-01   -9.437260e-01
 53.08    3.212746e-01   -9.469861e-01
 53.09    3.117888e-01   -9.501514e-01
 53.1    3.022719e-01   -9.532218e-01
 53.11    2.927247e-01   -9.561968e-01
 53.12    2.831482e-01   -9.590762e-01
 53.13    2.735435e-01   -9.618596e-01
 53.14    2.639114e-01   -9.645469e-01
 53.15    2.542529e-01   -9.671378e-01
 53.16    2.445689e-01   -9.696319e-01
 53.17    2.348606e-01   -9.720291e-01
 53.18    2.251287e-01   -9.743290e-01
 53.19    2.153743e-01   -9.765316e-01
 53.2    2.055984e-01   -9.786365e-01
 53.21    1.958019e-01   -9.806435e-01
 53.22    1.859858e-01   -9.825524e-01
 53.23    1.761512e-01   -9.843631e-01
 53.24    1.662989e-01   -9.860754e-01
 53.25    1.564300e-01   -9.876890e-01
 53.26    1.465455e-01   -9.892039e-01
 53.27    1.366463e-01   -9.906199e-01
 53.28    1.267334e-01   -9.919368e-01
 53.29    1.168078e-01   -9.931545e-01
 53.3    1.068706e-01   -9.942729e-01
 53.31    9.692272e-02   -9.952919e-01
 53.32    8.696512e-02   -9.962114e-01
 53.33    7.699882e-02   -9.970312e-01
 53.34    6.702483e-02   -9.977513e-01
 53.35    5.704413e-02   -9.983717e-01
 53.36    4.705773e-02   -9.988922e-01
 53.37    3.706662e-02   -9.993128e-01
 53.38    2.707180e-02   -9.996335e-01
 53.39    1.707428e-02   -9.998542e-01
 53.4    7.075052e-03   -9.999750e-01
 53.41   -2.924885e-03   -9.999957e-01
 53.42   -1.292453e-02   -9.999165e-01
 53.43   -2.292288e-02   -9.997372e-01
 53.44   -3.291894e-02   -9.994580e-01
 53.45   -4.291171e-02   -9.990789e-01
 53.46   -5.290018e-02   -9.985998e-01
 53.47   -6.288337e-02   -9.980209e-01
 53.48   -7.286027e-02   -9.973422e-01
 53.49   -8.282988e-02   -9.965637e-01
 53.5   -9.279121e-02   -9.956856e-01
 53.51   -1.027433e-01   -9.947079e-01
 53.52   -1.126850e-01   -9.936308e-01
 53.53   -1.226155e-01   -9.924542e-01
 53.54   -1.325338e-01   -9.911785e-01
 53.55   -1.424388e-01   -9.898036e-01
 53.56   -1.523295e-01   -9.883298e-01
 53.57   -1.622051e-01   -9.867571e-01
 53.58   -1.720643e-01   -9.850857e-01
 53.59   -1.819064e-01   -9.833158e-01
 53.6   -1.917303e-01   -9.814476e-01
 53.61   -2.015351e-01   -9.794813e-01
 53.62   -2.113196e-01   -9.774170e-01
 53.63   -2.210831e-01   -9.752550e-01
 53.64   -2.308244e-01   -9.729954e-01
 53.65   -2.405427e-01   -9.706386e-01
 53.66   -2.502369e-01   -9.681846e-01
 53.67   -2.599060e-01   -9.656339e-01
 53.68   -2.695492e-01   -9.629866e-01
 53.69   -2.791654e-01   -9.602430e-01
 53.7   -2.887538e-01   -9.574034e-01
 53.71   -2.983132e-01   -9.544680e-01
 53.72   -3.078428e-01   -9.514372e-01
 53.73   -3.173416e-01   -9.483113e-01
 53.74   -3.268087e-01   -9.450905e-01
 53.75   -3.362431e-01   -9.417752e-01
 53.76   -3.456439e-01   -9.383658e-01
 53.77   -3.550101e-01   -9.348625e-01
 53.78   -3.643408e-01   -9.312657e-01
 53.79   -3.736351e-01   -9.275758e-01
 53.8   -3.828920e-01   -9.237931e-01
 53.81   -3.921107e-01   -9.199181e-01
 53.82   -4.012901e-01   -9.159510e-01
 53.83   -4.104294e-01   -9.118924e-01
 53.84   -4.195276e-01   -9.077426e-01
 53.85   -4.285839e-01   -9.035020e-01
 53.86   -4.375974e-01   -8.991710e-01
 53.87   -4.465671e-01   -8.947502e-01
 53.88   -4.554921e-01   -8.902398e-01
 53.89   -4.643716e-01   -8.856405e-01
 53.9   -4.732046e-01   -8.809526e-01
 53.91   -4.819903e-01   -8.761765e-01
 53.92   -4.907278e-01   -8.713129e-01
 53.93   -4.994163e-01   -8.663622e-01
 53.94   -5.080548e-01   -8.613248e-01
 53.95   -5.166425e-01   -8.562012e-01
 53.96   -5.251785e-01   -8.509921e-01
 53.97   -5.336620e-01   -8.456978e-01
 53.98   -5.420922e-01   -8.403190e-01
 53.99   -5.504681e-01   -8.348562e-01
 54   -5.587890e-01   -8.293098e-01
 54.01   -5.670541e-01   -8.236806e-01
 54.02   -5.752624e-01   -8.179689e-01
 54.03   -5.834132e-01   -8.121755e-01
 54.04   -5.915056e-01   -8.063009e-01
 54.05   -5.995389e-01   -8.003456e-01
 54.06   -6.075123e-01   -7.943103e-01
 54.07   -6.154249e-01   -7.881956e-01
 54.08   -6.232759e-01   -7.820020e-01
 54.09   -6.310646e-01   -7.757302e-01
 54.1   -6.387903e-01   -7.693809e-01
 54.11   -6.464520e-01   -7.629547e-01
 54.12   -6.540491e-01   -7.564521e-01
 54.13   -6.615808e-01   -7.498739e-01
 54.14   -6.690463e-01   -7.432207e-01
 54.15   -6.764450e-01   -7.364932e-01
 54.16   -6.837759e-01   -7.296920e-01
 54.17   -6.910386e-01   -7.228179e-01
 54.18   -6.982321e-01   -7.158715e-01
 54.19   -7.053558e-01   -7.088535e-01
 54.2   -7.124089e-01   -7.017646e-01
 54.21   -7.193908e-01   -6.946055e-01
 54.22   -7.263008e-01   -6.873770e-01
 54.23   -7.331381e-01   -6.800798e-01
 54.24   -7.399021e-01   -6.727145e-01
 54.25   -7.465922e-01   -6.652820e-01
 54.26   -7.532076e-01   -6.577829e-01
 54.27   -7.597476e-01   -6.502181e-01
 54.28   -7.662117e-01   -6.425882e-01
 54.29   -7.725992e-01   -6.348941e-01
 54.3   -7.789094e-01   -6.271365e-01
 54.31   -7.851417e-01   -6.193162e-01
 54.32   -7.912955e-01   -6.114339e-01
 54.33   -7.973702e-01   -6.034905e-01
 54.34   -8.033651e-01   -5.954868e-01
 54.35   -8.092797e-01   -5.874235e-01
 54.36   -8.151134e-01   -5.793015e-01
 54.37   -8.208655e-01   -5.711215e-01
 54.38   -8.265356e-01   -5.628844e-01
 54.39   -8.321230e-01   -5.545911e-01
 54.4   -8.376273e-01   -5.462422e-01
 54.41   -8.430477e-01   -5.378388e-01
 54.42   -8.483839e-01   -5.293816e-01
 54.43   -8.536352e-01   -5.208714e-01
 54.44   -8.588011e-01   -5.123091e-01
 54.45   -8.638812e-01   -5.036957e-01
 54.46   -8.688749e-01   -4.950318e-01
 54.47   -8.737816e-01   -4.863185e-01
 54.48   -8.786011e-01   -4.775565e-01
 54.49   -8.833326e-01   -4.687467e-01
 54.5   -8.879758e-01   -4.598901e-01
 54.51   -8.925303e-01   -4.509875e-01
 54.52   -8.969954e-01   -4.420398e-01
 54.53   -9.013709e-01   -4.330479e-01
 54.54   -9.056563e-01   -4.240127e-01
 54.55   -9.098510e-01   -4.149351e-01
 54.56   -9.139548e-01   -4.058160e-01
 54.57   -9.179672e-01   -3.966563e-01
 54.58   -9.218878e-01   -3.874569e-01
 54.59   -9.257162e-01   -3.782188e-01
 54.6   -9.294521e-01   -3.689429e-01
 54.61   -9.330950e-01   -3.596301e-01
 54.62   -9.366445e-01   -3.502813e-01
 54.63   -9.401005e-01   -3.408975e-01
 54.64   -9.434624e-01   -3.314796e-01
 54.65   -9.467299e-01   -3.220286e-01
 54.66   -9.499028e-01   -3.125453e-01
 54.67   -9.529807e-01   -3.030308e-01
 54.68   -9.559634e-01   -2.934860e-01
 54.69   -9.588504e-01   -2.839119e-01
 54.7   -9.616415e-01   -2.743094e-01
 54.71   -9.643365e-01   -2.646794e-01
 54.72   -9.669350e-01   -2.550229e-01
 54.73   -9.694368e-01   -2.453410e-01
 54.74   -9.718417e-01   -2.356345e-01
 54.75   -9.741495e-01   -2.259045e-01
 54.76   -9.763598e-01   -2.161519e-01
 54.77   -9.784724e-01   -2.063776e-01
 54.78   -9.804872e-01   -1.965827e-01
 54.79   -9.824040e-01   -1.867682e-01
 54.8   -9.842225e-01   -1.769350e-01
 54.81   -9.859426e-01   -1.670841e-01
 54.82   -9.875642e-01   -1.572165e-01
 54.83   -9.890869e-01   -1.473331e-01
 54.84   -9.905108e-01   -1.374351e-01
 54.85   -9.918356e-01   -1.275232e-01
 54.86   -9.930612e-01   -1.175987e-01
 54.87   -9.941875e-01   -1.076624e-01
 54.88   -9.952144e-01   -9.771526e-02
 54.89   -9.961418e-01   -8.775840e-02
 54.9   -9.969696e-01   -7.779276e-02
 54.91   -9.976976e-01   -6.781934e-02
 54.92   -9.983259e-01   -5.783914e-02
 54.93   -9.988544e-01   -4.785316e-02
 54.94   -9.992830e-01   -3.786239e-02
 54.95   -9.996116e-01   -2.786783e-02
 54.96   -9.998403e-01   -1.787049e-02
 54.97   -9.999690e-01   -7.871357e-03
 54.98   -9.999977e-01    2.128561e-03
 54.99   -9.999264e-01    1.212826e-02
 55   -9.997552e-01    2.212676e-02
 55.01   -9.994839e-01    3.212304e-02
 55.02   -9.991127e-01    4.211610e-02
 55.03   -9.986416e-01    5.210496e-02
 55.04   -9.980706e-01    6.208860e-02
 55.05   -9.973999e-01    7.206604e-02
 55.06   -9.966293e-01    8.203627e-02
 55.07   -9.957592e-01    9.199829e-02
 55.08   -9.947894e-01    1.019511e-01
 55.09   -9.937202e-01    1.118937e-01
 55.1   -9.925516e-01    1.218252e-01
 55.11   -9.912837e-01    1.317444e-01
 55.12   -9.899167e-01    1.416505e-01
 55.13   -9.884507e-01    1.515425e-01
 55.14   -9.868859e-01    1.614192e-01
 55.15   -9.852224e-01    1.712798e-01
 55.16   -9.834604e-01    1.811233e-01
 55.17   -9.816000e-01    1.909487e-01
 55.18   -9.796415e-01    2.007550e-01
 55.19   -9.775850e-01    2.105412e-01
 55.2   -9.754307e-01    2.203064e-01
 55.21   -9.731789e-01    2.300495e-01
 55.22   -9.708298e-01    2.397696e-01
 55.23   -9.683836e-01    2.494658e-01
 55.24   -9.658406e-01    2.591370e-01
 55.25   -9.632010e-01    2.687823e-01
 55.26   -9.604650e-01    2.784007e-01
 55.27   -9.576330e-01    2.879913e-01
 55.28   -9.547053e-01    2.975530e-01
 55.29   -9.516821e-01    3.070850e-01
 55.3   -9.485637e-01    3.165864e-01
 55.31   -9.453505e-01    3.260560e-01
 55.32   -9.420427e-01    3.354930e-01
 55.33   -9.386407e-01    3.448965e-01
 55.34   -9.351449e-01    3.542655e-01
 55.35   -9.315555e-01    3.635991e-01
 55.36   -9.278730e-01    3.728963e-01
 55.37   -9.240977e-01    3.821563e-01
 55.38   -9.202300e-01    3.913780e-01
 55.39   -9.162703e-01    4.005606e-01
 55.4   -9.122189e-01    4.097031e-01
 55.41   -9.080764e-01    4.188046e-01
 55.42   -9.038430e-01    4.278643e-01
 55.43   -8.995192e-01    4.368812e-01
 55.44   -8.951055e-01    4.458544e-01
 55.45   -8.906023e-01    4.547830e-01
 55.46   -8.860100e-01    4.636662e-01
 55.47   -8.813291e-01    4.725029e-01
 55.48   -8.765601e-01    4.812924e-01
 55.49   -8.717034e-01    4.900338e-01
 55.5   -8.667596e-01    4.987262e-01
 55.51   -8.617291e-01    5.073687e-01
 55.52   -8.566124e-01    5.159605e-01
 55.53   -8.514100e-01    5.245007e-01
 55.54   -8.461225e-01    5.329884e-01
 55.55   -8.407504e-01    5.414229e-01
 55.56   -8.352943e-01    5.498032e-01
 55.57   -8.297545e-01    5.581285e-01
 55.58   -8.241319e-01    5.663980e-01
 55.59   -8.184268e-01    5.746108e-01
 55.6   -8.126398e-01    5.827662e-01
 55.61   -8.067716e-01    5.908634e-01
 55.62   -8.008228e-01    5.989014e-01
 55.63   -7.947938e-01    6.068795e-01
 55.64   -7.886854e-01    6.147970e-01
 55.65   -7.824981e-01    6.226530e-01
 55.66   -7.762325e-01    6.304467e-01
 55.67   -7.698894e-01    6.381774e-01
 55.68   -7.634692e-01    6.458442e-01
 55.69   -7.569727e-01    6.534465e-01
 55.7   -7.504005e-01    6.609834e-01
 55.71   -7.437532e-01    6.684543e-01
 55.72   -7.370316e-01    6.758583e-01
 55.73   -7.302363e-01    6.831947e-01
 55.74   -7.233680e-01    6.904627e-01
 55.75   -7.164273e-01    6.976618e-01
 55.76   -7.094150e-01    7.047910e-01
 55.77   -7.023317e-01    7.118498e-01
 55.78   -6.951782e-01    7.188374e-01
 55.79   -6.879552e-01    7.257532e-01
 55.8   -6.806634e-01    7.325963e-01
 55.81   -6.733035e-01    7.393662e-01
 55.82   -6.658763e-01    7.460622e-01
 55.83   -6.583825e-01    7.526835e-01
 55.84   -6.508229e-01    7.592296e-01
 55.85   -6.431982e-01    7.656998e-01
 55.86   -6.355091e-01    7.720933e-01
 55.87   -6.277566e-01    7.784097e-01
 55.88   -6.199412e-01    7.846483e-01
 55.89   -6.120639e-01    7.908083e-01
 55.9   -6.041253e-01    7.968893e-01
 55.91   -5.961263e-01    8.028907e-01
 55.92   -5.880678e-01    8.088117e-01
 55.93   -5.799504e-01    8.146518e-01
 55.94   -5.717750e-01    8.204105e-01
 55.95   -5.635424e-01    8.260871e-01
 55.96   -5.552535e-01    8.316811e-01
 55.97   -5.469091e-01    8.371920e-01
 55.98   -5.385100e-01    8.426191e-01
 55.99   -5.300570e-01    8.479620e-01
 56   -5.215510e-01    8.532201e-01
 56.01   -5.129929e-01    8.583929e-01
 56.02   -5.043834e-01    8.634798e-01
 56.03   -4.957236e-01    8.684804e-01
 56.04   -4.870141e-01    8.733941e-01
 56.05   -4.782560e-01    8.782205e-01
 56.06   -4.694500e-01    8.829591e-01
 56.07   -4.605971e-01    8.876093e-01
 56.08   -4.516981e-01    8.921708e-01
 56.09   -4.427540e-01    8.966431e-01
 56.1   -4.337655e-01    9.010258e-01
 56.11   -4.247337e-01    9.053183e-01
 56.12   -4.156595e-01    9.095203e-01
 56.13   -4.065436e-01    9.136314e-01
 56.14   -3.973872e-01    9.176511e-01
 56.15   -3.881909e-01    9.215790e-01
 56.16   -3.789559e-01    9.254147e-01
 56.17   -3.696829e-01    9.291580e-01
 56.18   -3.603730e-01    9.328083e-01
 56.19   -3.510271e-01    9.363653e-01
 56.2   -3.416460e-01    9.398287e-01
 56.21   -3.322308e-01    9.431981e-01
 56.22   -3.227824e-01    9.464732e-01
 56.23   -3.133017e-01    9.496537e-01
 56.24   -3.037896e-01    9.527391e-01
 56.25   -2.942472e-01    9.557293e-01
 56.26   -2.846754e-01    9.586240e-01
 56.27   -2.750751e-01    9.614228e-01
 56.28   -2.654472e-01    9.641254e-01
 56.29   -2.557929e-01    9.667316e-01
 56.3   -2.461129e-01    9.692412e-01
 56.31   -2.364084e-01    9.716538e-01
 56.32   -2.266802e-01    9.739693e-01
 56.33   -2.169293e-01    9.761873e-01
 56.34   -2.071567e-01    9.783078e-01
 56.35   -1.973635e-01    9.803304e-01
 56.36   -1.875505e-01    9.822550e-01
 56.37   -1.777187e-01    9.840813e-01
 56.38   -1.678692e-01    9.858093e-01
 56.39   -1.580028e-01    9.874387e-01
 56.4   -1.481207e-01    9.889693e-01
 56.41   -1.382238e-01    9.904010e-01
 56.42   -1.283130e-01    9.917337e-01
 56.43   -1.183894e-01    9.929672e-01
 56.44   -1.084540e-01    9.941015e-01
 56.45   -9.850775e-02    9.951363e-01
 56.46   -8.855163e-02    9.960716e-01
 56.47   -7.858665e-02    9.969073e-01
 56.48   -6.861381e-02    9.976433e-01
 56.49   -5.863412e-02    9.982795e-01
 56.5   -4.864855e-02    9.988160e-01
 56.51   -3.865813e-02    9.992525e-01
 56.52   -2.866384e-02    9.995891e-01
 56.53   -1.866668e-02    9.998258e-01
 56.54   -8.667656e-03    9.999624e-01
 56.55    1.332235e-03    9.999991e-01
 56.56    1.133199e-02    9.999358e-01
 56.57    2.133062e-02    9.997725e-01
 56.58    3.132711e-02    9.995092e-01
 56.59    4.132047e-02    9.991459e-01
 56.6    5.130969e-02    9.986828e-01
 56.61    6.129379e-02    9.981198e-01
 56.62    7.127176e-02    9.974569e-01
 56.63    8.124260e-02    9.966944e-01
 56.64    9.120531e-02    9.958321e-01
 56.65    1.011589e-01    9.948703e-01
 56.66    1.111024e-01    9.938090e-01
 56.67    1.210348e-01    9.926483e-01
 56.68    1.309550e-01    9.913883e-01
 56.69    1.408622e-01    9.900292e-01
 56.7    1.507553e-01    9.885711e-01
 56.71    1.606333e-01    9.870142e-01
 56.72    1.704952e-01    9.853585e-01
 56.73    1.803401e-01    9.836043e-01
 56.74    1.901670e-01    9.817518e-01
 56.75    1.999748e-01    9.798010e-01
 56.76    2.097627e-01    9.777523e-01
 56.77    2.195296e-01    9.756059e-01
 56.78    2.292745e-01    9.733618e-01
 56.79    2.389965e-01    9.710204e-01
 56.8    2.486946e-01    9.685820e-01
 56.81    2.583678e-01    9.660466e-01
 56.82    2.680152e-01    9.634147e-01
 56.83    2.776358e-01    9.606864e-01
 56.84    2.872286e-01    9.578621e-01
 56.85    2.967927e-01    9.549419e-01
 56.86    3.063271e-01    9.519263e-01
 56.87    3.158309e-01    9.488155e-01
 56.88    3.253031e-01    9.456098e-01
 56.89    3.347428e-01    9.423095e-01
 56.9    3.441490e-01    9.389151e-01
 56.91    3.535208e-01    9.354267e-01
 56.92    3.628572e-01    9.318448e-01
 56.93    3.721573e-01    9.281697e-01
 56.94    3.814203e-01    9.244017e-01
 56.95    3.906451e-01    9.205414e-01
 56.96    3.998308e-01    9.165890e-01
 56.97    4.089765e-01    9.125449e-01
 56.98    4.180814e-01    9.084096e-01
 56.99    4.271444e-01    9.041834e-01
 57    4.361648e-01    8.998668e-01
 57.01    4.451415e-01    8.954603e-01
 57.02    4.540737e-01    8.909641e-01
 57.03    4.629605e-01    8.863789e-01
 57.04    4.718009e-01    8.817051e-01
 57.05    4.805943e-01    8.769431e-01
 57.06    4.893395e-01    8.720934e-01
 57.07    4.980358e-01    8.671564e-01
 57.08    5.066824e-01    8.621328e-01
 57.09    5.152782e-01    8.570230e-01
 57.1    5.238225e-01    8.518274e-01
 57.11    5.323145e-01    8.465467e-01
 57.12    5.407532e-01    8.411813e-01
 57.13    5.491378e-01    8.357318e-01
 57.14    5.574675e-01    8.301987e-01
 57.15    5.657415e-01    8.245826e-01
 57.16    5.739589e-01    8.188841e-01
 57.17    5.821189e-01    8.131037e-01
 57.18    5.902207e-01    8.072419e-01
 57.19    5.982635e-01    8.012994e-01
 57.2    6.062464e-01    7.952768e-01
 57.21    6.141688e-01    7.891747e-01
 57.22    6.220297e-01    7.829937e-01
 57.23    6.298284e-01    7.767343e-01
 57.24    6.375641e-01    7.703973e-01
 57.25    6.452361e-01    7.639833e-01
 57.26    6.528435e-01    7.574928e-01
 57.27    6.603857e-01    7.509266e-01
 57.28    6.678618e-01    7.442853e-01
 57.29    6.752711e-01    7.375696e-01
 57.3    6.826129e-01    7.307801e-01
 57.31    6.898865e-01    7.239176e-01
 57.32    6.970910e-01    7.169826e-01
 57.33    7.042259e-01    7.099760e-01
 57.34    7.112903e-01    7.028983e-01
 57.35    7.182836e-01    6.957504e-01
 57.36    7.252051e-01    6.885329e-01
 57.37    7.320541e-01    6.812465e-01
 57.38    7.388298e-01    6.738921e-01
 57.39    7.455317e-01    6.664702e-01
 57.4    7.521590e-01    6.589817e-01
 57.41    7.587111e-01    6.514273e-01
 57.42    7.651873e-01    6.438077e-01
 57.43    7.715870e-01    6.361238e-01
 57.44    7.779096e-01    6.283762e-01
 57.45    7.841543e-01    6.205658e-01
 57.46    7.903207e-01    6.126934e-01
 57.47    7.964080e-01    6.047597e-01
 57.48    8.024157e-01    5.967655e-01
 57.49    8.083431e-01    5.887116e-01
 57.5    8.141897e-01    5.805989e-01
 57.51    8.199549e-01    5.724281e-01
 57.52    8.256381e-01    5.642001e-01
 57.53    8.312387e-01    5.559156e-01
 57.54    8.367562e-01    5.475756e-01
 57.55    8.421900e-01    5.391808e-01
 57.56    8.475397e-01    5.307321e-01
 57.57    8.528045e-01    5.222303e-01
 57.58    8.579841e-01    5.136763e-01
 57.59    8.630779e-01    5.050709e-01
 57.6    8.680853e-01    4.964150e-01
 57.61    8.730060e-01    4.877095e-01
 57.62    8.778394e-01    4.789552e-01
 57.63    8.825849e-01    4.701530e-01
 57.64    8.872423e-01    4.613038e-01
 57.65    8.918109e-01    4.524084e-01
 57.66    8.962903e-01    4.434678e-01
 57.67    9.006801e-01    4.344829e-01
