17 September 2020 
TITLE  INFO  !!!!! 
 
     x    yyy   CCCC         DDDD
 43.72  -0.26    0.97    0.81232742
 43.73  -0.25    0.97    0.80645488
 43.74  -0.24    0.97    0.80050170
 43.75  -0.23    0.97    0.79446847
 43.76  -0.22    0.98    0.78835580
 43.77  -0.21    0.98    0.78216429
 43.78  -0.20    0.98    0.77589456
 43.79  -0.19    0.98    0.76954724
 43.80  -0.18    0.98    0.76312298
 43.81  -0.17    0.99    0.75662239
 43.82  -0.16    0.99    0.75004615
 43.83  -0.15    0.99    0.74339490
 43.84  -0.14    0.99    0.73666932
 43.85  -0.13    0.99    0.72987007
 43.86  -0.12    0.99    0.72299783
 43.87  -0.11    0.99    0.71605329
 43.88  -0.10    0.99    0.70903715
 43.89  -0.09    1.00    0.70195010
 43.90  -0.08    1.00    0.69479286
 43.91  -0.07    1.00    0.68756615
 43.92  -0.06    1.00    0.68027067
 43.93  -0.05    1.00    0.67290717
 43.94  -0.04    1.00    0.66547638
 43.95  -0.03    1.00    0.65797904
 43.96  -0.02    1.00    0.65041591
 43.97  -0.01    1.00    0.64278773
 43.98  -0.00    1.00    0.63509527
 43.99   0.01    1.00    0.62733931
 44.00   0.02    1.00    0.61952061
 44.01   0.03    1.00    0.61163996
 44.02   0.04    1.00    0.60369815
 44.03   0.05    1.00    0.59569597
 44.04   0.06    1.00    0.58763422
 44.05   0.07    1.00    0.57951371
 44.06   0.08    1.00    0.57133524
 44.07   0.09    1.00    0.56309964
 44.08   0.10    1.00    0.55480774
 44.09   0.11    0.99    0.54646035
 44.10   0.12    0.99    0.53805832
 44.11   0.13    0.99    0.52960248
 44.12   0.14    0.99    0.52109368
 44.13   0.15    0.99    0.51253277
 44.14   0.16    0.99    0.50392061
 44.15   0.17    0.99    0.49525806
 44.16   0.18    0.98    0.48654598
 44.17   0.19    0.98    0.47778525
 44.18   0.20    0.98    0.46897674
 44.19   0.21    0.98    0.46012134
 44.20   0.22    0.98    0.45121992
 44.21   0.23    0.97    0.44227338
 44.22   0.24    0.97    0.43328261
 44.23   0.25    0.97    0.42424852
 44.24   0.25    0.97    0.41517200
 44.25   0.26    0.96    0.40605396
 44.26   0.27    0.96    0.39689532
 44.27   0.28    0.96    0.38769699
 44.28   0.29    0.96    0.37845989
 44.29   0.30    0.95    0.36918494
 44.30   0.31    0.95    0.35987308
 44.31   0.32    0.95    0.35052523
 44.32   0.33    0.94    0.34114233
 44.33   0.34    0.94    0.33172531
 44.34   0.35    0.94    0.32227512
 44.35   0.36    0.93    0.31279270
 44.36   0.37    0.93    0.30327901
 44.37   0.38    0.93    0.29373499
 44.38   0.39    0.92    0.28416159
 44.39   0.40    0.92    0.27455978
 44.40   0.41    0.91    0.26493051
 44.41   0.41    0.91    0.25527475
 44.42   0.42    0.91    0.24559346
 44.43   0.43    0.90    0.23588761
 44.44   0.44    0.90    0.22615818
 44.45   0.45    0.89    0.21640613
 44.46   0.46    0.89    0.20663243
 44.47   0.47    0.88    0.19683808
 44.48   0.48    0.88    0.18702404
 44.49   0.49    0.87    0.17719130
 44.50   0.49    0.87    0.16734084
 44.51   0.50    0.86    0.15747365
 44.52   0.51    0.86    0.14759071
 44.53   0.52    0.85    0.13769301
 44.54   0.53    0.85    0.12778154
 44.55   0.54    0.84    0.11785729
 44.56   0.55    0.84    0.10792126
 44.57   0.55    0.83    0.09797443
 44.58   0.56    0.83    0.08801781
 44.59   0.57    0.82    0.07805239
 44.60   0.58    0.82    0.06807916
 44.61   0.59    0.81    0.05809912
 44.62   0.60    0.80    0.04811327
 44.63   0.60    0.80    0.03812262
 44.64   0.61    0.79    0.02812815
 44.65   0.62    0.79    0.01813086
 44.66   0.63    0.78    0.00813177
 44.67   0.63    0.77   -0.00186814
 44.68   0.64    0.77   -0.01186787
 44.69   0.65    0.76   -0.02186640
 44.70   0.66    0.75   -0.03186275
 44.71   0.67    0.75   -0.04185591
 44.72   0.67    0.74   -0.05184489
 44.73   0.68    0.73   -0.06182868
 44.74   0.69    0.73   -0.07180629
 44.75   0.69    0.72   -0.08177672
 44.76   0.70    0.71   -0.09173897
 44.77   0.71    0.71   -0.10169205
 44.78   0.72    0.70   -0.11163496
 44.79   0.72    0.69   -0.12156671
 44.80   0.73    0.68   -0.13148630
 44.81   0.74    0.68   -0.14139274
 44.82   0.74    0.67   -0.15128504
 44.83   0.75    0.66   -0.16116221
 44.84   0.76    0.65   -0.17102327
 44.85   0.76    0.65   -0.18086722
 44.86   0.77    0.64   -0.19069309
 44.87   0.78    0.63   -0.20049989
 44.88   0.78    0.62   -0.21028664
 44.89   0.79    0.62   -0.22005236
 44.90   0.79    0.61   -0.22979607
 44.91   0.80    0.60   -0.23951681
 44.92   0.81    0.59   -0.24921359
 44.93   0.81    0.58   -0.25888546
 44.94   0.82    0.58   -0.26853143
 44.95   0.82    0.57   -0.27815056
 44.96   0.83    0.56   -0.28774186
 44.97   0.83    0.55   -0.29730440
 44.98   0.84    0.54   -0.30683720
 44.99   0.85    0.53   -0.31633932
 45.00   0.85    0.53   -0.32580981
 45.01   0.86    0.52   -0.33524771
 45.02   0.86    0.51   -0.34465209
 45.03   0.87    0.50   -0.35402201
 45.04   0.87    0.49   -0.36335652
 45.05   0.88    0.48   -0.37265470
 45.06   0.88    0.47   -0.38191561
 45.07   0.89    0.46   -0.39113834
 45.08   0.89    0.46   -0.40032195
 45.09   0.89    0.45   -0.40946552
 45.10   0.90    0.44   -0.41856815
 45.11   0.90    0.43   -0.42762893
 45.12   0.91    0.42   -0.43664694
 45.13   0.91    0.41   -0.44562129
 45.14   0.92    0.40   -0.45455107
 45.15   0.92    0.39   -0.46343540
 45.16   0.92    0.38   -0.47227339
 45.17   0.93    0.37   -0.48106415
 45.18   0.93    0.36   -0.48980681
 45.19   0.93    0.36   -0.49850048
 45.20   0.94    0.35   -0.50714431
 45.21   0.94    0.34   -0.51573742
 45.22   0.95    0.33   -0.52427895
 45.23   0.95    0.32   -0.53276806
 45.24   0.95    0.31   -0.54120390
 45.25   0.95    0.30   -0.54958561
 45.26   0.96    0.29   -0.55791237
 45.27   0.96    0.28   -0.56618333
 45.28   0.96    0.27   -0.57439768
 45.29   0.97    0.26   -0.58255459
 45.30   0.97    0.25   -0.59065324
 45.31   0.97    0.24   -0.59869283
 45.32   0.97    0.23   -0.60667255
 45.33   0.98    0.22   -0.61459160
 45.34   0.98    0.21   -0.62244919
 45.35   0.98    0.20   -0.63024454
 45.36   0.98    0.19   -0.63797687
 45.37   0.98    0.18   -0.64564540
 45.38   0.99    0.17   -0.65324936
 45.39   0.99    0.16   -0.66078800
 45.40   0.99    0.15   -0.66826056
 45.41   0.99    0.14   -0.67566630
 45.42   0.99    0.13   -0.68300447
 45.43   0.99    0.12   -0.69027434
 45.44   0.99    0.11   -0.69747518
 45.45   0.99    0.10   -0.70460628
 45.46   1.00    0.09   -0.71166692
 45.47   1.00    0.08   -0.71865639
 45.48   1.00    0.07   -0.72557399
 45.49   1.00    0.06   -0.73241904
 45.50   1.00    0.05   -0.73919085
 45.51   1.00    0.04   -0.74588874
 45.52   1.00    0.03   -0.75251204
 45.53   1.00    0.02   -0.75906009
 45.54   1.00    0.01   -0.76553223
 45.55   1.00    0.00   -0.77192782
 45.56   1.00   -0.01   -0.77824622
 45.57   1.00   -0.02   -0.78448680
 45.58   1.00   -0.03   -0.79064893
 45.59   1.00   -0.04   -0.79673199
 45.60   1.00   -0.05   -0.80273538
 45.61   1.00   -0.06   -0.80865850
 45.62   1.00   -0.07   -0.81450075
 45.63   1.00   -0.08   -0.82026156
 45.64   1.00   -0.09   -0.82594033
 45.65   1.00   -0.10   -0.83153652
 45.66   0.99   -0.11   -0.83704955
 45.67   0.99   -0.12   -0.84247888
 45.68   0.99   -0.13   -0.84782396
 45.69   0.99   -0.14   -0.85308426
 45.70   0.99   -0.15   -0.85825925
 45.71   0.99   -0.16   -0.86334841
 45.72   0.99   -0.17   -0.86835125
 45.73   0.98   -0.18   -0.87326724
 45.74   0.98   -0.19   -0.87809591
 45.75   0.98   -0.20   -0.88283678
 45.76   0.98   -0.21   -0.88748936
 45.77   0.98   -0.22   -0.89205319
 45.78   0.97   -0.22   -0.89652781
 45.79   0.97   -0.23   -0.90091279
 45.80   0.97   -0.24   -0.90520767
 45.81   0.97   -0.25   -0.90941204
 45.82   0.96   -0.26   -0.91352546
 45.83   0.96   -0.27   -0.91754753
 45.84   0.96   -0.28   -0.92147785
 45.85   0.96   -0.29   -0.92531602
 45.86   0.95   -0.30   -0.92906166
 45.87   0.95   -0.31   -0.93271440
 45.88   0.95   -0.32   -0.93627386
 45.89   0.94   -0.33   -0.93973970
 45.90   0.94   -0.34   -0.94311156
 45.91   0.94   -0.35   -0.94638911
 45.92   0.93   -0.36   -0.94957203
 45.93   0.93   -0.37   -0.95265999
 45.94   0.93   -0.38   -0.95565268
 45.95   0.92   -0.39   -0.95854981
 45.96   0.92   -0.40   -0.96135109
 45.97   0.91   -0.40   -0.96405623
 45.98   0.91   -0.41   -0.96666497
 45.99   0.91   -0.42   -0.96917704
 46.00   0.90   -0.43   -0.97159219
 46.01   0.90   -0.44   -0.97391019
 46.02   0.89   -0.45   -0.97613079
 46.03   0.89   -0.46   -0.97825378
 46.04   0.88   -0.47   -0.98027895
 46.05   0.88   -0.48   -0.98220609
 46.06   0.87   -0.49   -0.98403501
 46.07   0.87   -0.49   -0.98576553
 46.08   0.86   -0.50   -0.98739748
 46.09   0.86   -0.51   -0.98893068
 46.10   0.85   -0.52   -0.99036499
 46.11   0.85   -0.53   -0.99170027
 46.12   0.84   -0.54   -0.99293638
 46.13   0.84   -0.55   -0.99407319
 46.14   0.83   -0.55   -0.99511060
 46.15   0.83   -0.56   -0.99604849
 46.16   0.82   -0.57   -0.99688679
 46.17   0.82   -0.58   -0.99762539
 46.18   0.81   -0.59   -0.99826424
 46.19   0.80   -0.59   -0.99880326
 46.20   0.80   -0.60   -0.99924239
 46.21   0.79   -0.61   -0.99958161
 46.22   0.79   -0.62   -0.99982087
 46.23   0.78   -0.63   -0.99996014
 46.24   0.77   -0.63   -0.99999943
 46.25   0.77   -0.64   -0.99993871
 46.26   0.76   -0.65   -0.99977800
 46.27   0.75   -0.66   -0.99951731
 46.28   0.75   -0.66   -0.99915667
 46.29   0.74   -0.67   -0.99869612
 46.30   0.73   -0.68   -0.99813570
 46.31   0.73   -0.69   -0.99747546
 46.32   0.72   -0.69   -0.99671548
 46.33   0.71   -0.70   -0.99585583
 46.34   0.71   -0.71   -0.99489659
 46.35   0.70   -0.72   -0.99383786
 46.36   0.69   -0.72   -0.99267976
 46.37   0.68   -0.73   -0.99142238
 46.38   0.68   -0.74   -0.99006586
 46.39   0.67   -0.74   -0.98861034
 46.40   0.66   -0.75   -0.98705596
 46.41   0.65   -0.76   -0.98540287
 46.42   0.65   -0.76   -0.98365124
 46.43   0.64   -0.77   -0.98180125
 46.44   0.63   -0.78   -0.97985308
 46.45   0.62   -0.78   -0.97780692
 46.46   0.62   -0.79   -0.97566299
 46.47   0.61   -0.79   -0.97342149
 46.48   0.60   -0.80   -0.97108264
 46.49   0.59   -0.81   -0.96864669
 46.50   0.58   -0.81   -0.96611388
 46.51   0.58   -0.82   -0.96348446
 46.52   0.57   -0.82   -0.96075868
 46.53   0.56   -0.83   -0.95793684
 46.54   0.55   -0.83   -0.95501920
 46.55   0.54   -0.84   -0.95200606
 46.56   0.53   -0.85   -0.94889772
 46.57   0.53   -0.85   -0.94569449
 46.58   0.52   -0.86   -0.94239669
 46.59   0.51   -0.86   -0.93900465
 46.60   0.50   -0.87   -0.93551871
 46.61   0.49   -0.87   -0.93193922
 46.62   0.48   -0.88   -0.92826654
 46.63   0.47   -0.88   -0.92450104
 46.64   0.47   -0.89   -0.92064308
 46.65   0.46   -0.89   -0.91669306
 46.66   0.45   -0.89   -0.91265137
 46.67   0.44   -0.90   -0.90851842
 46.68   0.43   -0.90   -0.90429461
 46.69   0.42   -0.91   -0.89998038
 46.70   0.41   -0.91   -0.89557615
 46.71   0.40   -0.92   -0.89108236
 46.72   0.39   -0.92   -0.88649947
 46.73   0.38   -0.92   -0.88182793
 46.74   0.37   -0.93   -0.87706820
 46.75   0.37   -0.93   -0.87222077
 46.76   0.36   -0.93   -0.86728612
 46.77   0.35   -0.94   -0.86226474
 46.78   0.34   -0.94   -0.85715713
 46.79   0.33   -0.94   -0.85196381
 46.80   0.32   -0.95   -0.84668529
 46.81   0.31   -0.95   -0.84132210
 46.82   0.30   -0.95   -0.83587479
 46.83   0.29   -0.96   -0.83034388
 46.84   0.28   -0.96   -0.82472995
 46.85   0.27   -0.96   -0.81903354
 46.86   0.26   -0.97   -0.81325523
 46.87   0.25   -0.97   -0.80739559
 46.88   0.24   -0.97   -0.80145521
 46.89   0.23   -0.97   -0.79543469
 46.90   0.22   -0.98   -0.78933463
 46.91   0.21   -0.98   -0.78315563
 46.92   0.20   -0.98   -0.77689832
 46.93   0.19   -0.98   -0.77056332
 46.94   0.18   -0.98   -0.76415126
 46.95   0.17   -0.98   -0.75766279
 46.96   0.16   -0.99   -0.75109856
 46.97   0.15   -0.99   -0.74445921
 46.98   0.14   -0.99   -0.73774542
 46.99   0.13   -0.99   -0.73095786
 47.00   0.12   -0.99   -0.72409720
 47.01   0.11   -0.99   -0.71716413
 47.02   0.10   -0.99   -0.71015934
 47.03   0.09   -1.00   -0.70308354
 47.04   0.08   -1.00   -0.69593743
 47.05   0.07   -1.00   -0.68872173
 47.06   0.06   -1.00   -0.68143716
 47.07   0.05   -1.00   -0.67408445
 47.08   0.04   -1.00   -0.66666432
 47.09   0.03   -1.00   -0.65917753
 47.10   0.02   -1.00   -0.65162482
 47.11   0.01   -1.00   -0.64400696
 47.12   0.00   -1.00   -0.63632469
 47.13  -0.01   -1.00   -0.62857879
 47.14  -0.02   -1.00   -0.62077003
 47.15  -0.03   -1.00   -0.61289919
 47.16  -0.04   -1.00   -0.60496707
 47.17  -0.05   -1.00   -0.59697445
 47.18  -0.06   -1.00   -0.58892213
 47.19  -0.07   -1.00   -0.58081092
 47.20  -0.08   -1.00   -0.57264163
 47.21  -0.09   -1.00   -0.56441508
 47.22  -0.10   -1.00   -0.55613209
 47.23  -0.11   -0.99   -0.54779348
 47.24  -0.12   -0.99   -0.53940009
 47.25  -0.13   -0.99   -0.53095277
 47.26  -0.14   -0.99   -0.52245235
 47.27  -0.15   -0.99   -0.51389968
 47.28  -0.16   -0.99   -0.50529563
 47.29  -0.17   -0.99   -0.49664104
 47.30  -0.18   -0.98   -0.48793680
 47.31  -0.19   -0.98   -0.47918375
 47.32  -0.19   -0.98   -0.47038280
 47.33  -0.20   -0.98   -0.46153480
 47.34  -0.21   -0.98   -0.45264065
 47.35  -0.22   -0.97   -0.44370124
 47.36  -0.23   -0.97   -0.43471745
 47.37  -0.24   -0.97   -0.42569020
 47.38  -0.25   -0.97   -0.41662038
 47.39  -0.26   -0.96   -0.40750889
 47.40  -0.27   -0.96   -0.39835665
 47.41  -0.28   -0.96   -0.38916458
 47.42  -0.29   -0.96   -0.37993360
 47.43  -0.30   -0.95   -0.37066462
 47.44  -0.31   -0.95   -0.36135857
 47.45  -0.32   -0.95   -0.35201639
 47.46  -0.33   -0.94   -0.34263901
 47.47  -0.34   -0.94   -0.33322736
 47.48  -0.35   -0.94   -0.32378239
 47.49  -0.36   -0.93   -0.31430504
 47.50  -0.37   -0.93   -0.30479627
 47.51  -0.38   -0.93   -0.29525701
 47.52  -0.39   -0.92   -0.28568823
 47.53  -0.40   -0.92   -0.27609088
 47.54  -0.40   -0.91   -0.26646592
 47.55  -0.41   -0.91   -0.25681431
 47.56  -0.42   -0.91   -0.24713702
 47.57  -0.43   -0.90   -0.23743502
 47.58  -0.44   -0.90   -0.22770928
 47.59  -0.45   -0.89   -0.21796076
 47.60  -0.46   -0.89   -0.20819045
 47.61  -0.47   -0.88   -0.19839932
 47.62  -0.48   -0.88   -0.18858836
 47.63  -0.48   -0.87   -0.17875853
 47.64  -0.49   -0.87   -0.16891082
 47.65  -0.50   -0.86   -0.15904623
 47.66  -0.51   -0.86   -0.14916573
 47.67  -0.52   -0.85   -0.13927031
 47.68  -0.53   -0.85   -0.12936097
 47.69  -0.54   -0.84   -0.11943869
 47.70  -0.54   -0.84   -0.10950447
 47.71  -0.55   -0.83   -0.09955930
 47.72  -0.56   -0.83   -0.08960417
 47.73  -0.57   -0.82   -0.07964008
 47.74  -0.58   -0.82   -0.06966803
 47.75  -0.59   -0.81   -0.05968901
 47.76  -0.59   -0.80   -0.04970402
 47.77  -0.60   -0.80   -0.03971406
 47.78  -0.61   -0.79   -0.02972013
 47.79  -0.62   -0.79   -0.01972323
 47.80  -0.63   -0.78   -0.00972436
 47.81  -0.63   -0.77    0.00027549
 47.82  -0.64   -0.77    0.01027531
 47.83  -0.65   -0.76    0.02027410
 47.84  -0.66   -0.75    0.03027087
 47.85  -0.66   -0.75    0.04026460
 47.86  -0.67   -0.74    0.05025431
 47.87  -0.68   -0.73    0.06023900
 47.88  -0.69   -0.73    0.07021766
 47.89  -0.69   -0.72    0.08018930
 47.90  -0.70   -0.71    0.09015292
 47.91  -0.71   -0.71    0.10010753
 47.92  -0.71   -0.70    0.11005212
 47.93  -0.72   -0.69    0.11998571
 47.94  -0.73   -0.69    0.12990730
 47.95  -0.74   -0.68    0.13981590
 47.96  -0.74   -0.67    0.14971052
 47.97  -0.75   -0.66    0.15959017
 47.98  -0.76   -0.66    0.16945386
 47.99  -0.76   -0.65    0.17930061
 48.00  -0.77   -0.64    0.18912942
 48.01  -0.77   -0.63    0.19893932
 48.02  -0.78   -0.62    0.20872933
 48.03  -0.79   -0.62    0.21849847
 48.04  -0.79   -0.61    0.22824575
 48.05  -0.80   -0.60    0.23797021
 48.06  -0.81   -0.59    0.24767088
 48.07  -0.81   -0.58    0.25734677
 48.08  -0.82   -0.58    0.26699694
 48.09  -0.82   -0.57    0.27662040
 48.10  -0.83   -0.56    0.28621620
 48.11  -0.83   -0.55    0.29578338
 48.12  -0.84   -0.54    0.30532098
 48.13  -0.84   -0.54    0.31482805
 48.14  -0.85   -0.53    0.32430364
 48.15  -0.86   -0.52    0.33374680
 48.16  -0.86   -0.51    0.34315658
 48.17  -0.87   -0.50    0.35253205
 48.18  -0.87   -0.49    0.36187227
 48.19  -0.88   -0.48    0.37117629
 48.20  -0.88   -0.47    0.38044320
 48.21  -0.88   -0.47    0.38967207
 48.22  -0.89   -0.46    0.39886197
 48.23  -0.89   -0.45    0.40801198
 48.24  -0.90   -0.44    0.41712120
 48.25  -0.90   -0.43    0.42618870
 48.26  -0.91   -0.42    0.43521358
 48.27  -0.91   -0.41    0.44419494
 48.28  -0.92   -0.40    0.45313189
 48.29  -0.92   -0.39    0.46202352
 48.30  -0.92   -0.38    0.47086894
 48.31  -0.93   -0.38    0.47966729
 48.32  -0.93   -0.37    0.48841766
 48.33  -0.93   -0.36    0.49711919
 48.34  -0.94   -0.35    0.50577102
 48.35  -0.94   -0.34    0.51437226
 48.36  -0.94   -0.33    0.52292207
 48.37  -0.95   -0.32    0.53141959
 48.38  -0.95   -0.31    0.53986396
 48.39  -0.95   -0.30    0.54825435
 48.40  -0.96   -0.29    0.55658992
 48.41  -0.96   -0.28    0.56486982
 48.42  -0.96   -0.27    0.57309324
 48.43  -0.97   -0.26    0.58125935
 48.44  -0.97   -0.25    0.58936734
 48.45  -0.97   -0.24    0.59741639
 48.46  -0.97   -0.23    0.60540570
 48.47  -0.97   -0.22    0.61333446
 48.48  -0.98   -0.21    0.62120190
 48.49  -0.98   -0.20    0.62900721
 48.50  -0.98   -0.19    0.63674963
 48.51  -0.98   -0.18    0.64442837
 48.52  -0.98   -0.17    0.65204267
 48.53  -0.99   -0.16    0.65959176
 48.54  -0.99   -0.15    0.66707490
 48.55  -0.99   -0.14    0.67449133
 48.56  -0.99   -0.13    0.68184031
 48.57  -0.99   -0.12    0.68912110
 48.58  -0.99   -0.11    0.69633299
 48.59  -0.99   -0.10    0.70347524
 48.60  -1.00   -0.09    0.71054715
 48.61  -1.00   -0.08    0.71754800
 48.62  -1.00   -0.07    0.72447710
 48.63  -1.00   -0.06    0.73133375
 48.64  -1.00   -0.05    0.73811726
 48.65  -1.00   -0.04    0.74482697
 48.66  -1.00   -0.03    0.75146220
 48.67  -1.00   -0.02    0.75802227
 48.68  -1.00   -0.01    0.76450655
 48.69  -1.00   -0.00    0.77091438
 48.70  -1.00    0.01    0.77724511
 48.71  -1.00    0.02    0.78349813
 48.72  -1.00    0.03    0.78967279
 48.73  -1.00    0.04    0.79576849
 48.74  -1.00    0.05    0.80178461
 48.75  -1.00    0.06    0.80772055
 48.76  -1.00    0.07    0.81357572
 48.77  -1.00    0.08    0.81934954
 48.78  -1.00    0.09    0.82504142
 48.79  -1.00    0.10    0.83065079
 48.80  -0.99    0.11    0.83617711
 48.81  -0.99    0.12    0.84161980
 48.82  -0.99    0.12    0.84697833
 48.83  -0.99    0.13    0.85225217
 48.84  -0.99    0.14    0.85744078
 48.85  -0.99    0.15    0.86254365
 48.86  -0.99    0.16    0.86756027
 48.87  -0.98    0.17    0.87249013
 48.88  -0.98    0.18    0.87733274
 48.89  -0.98    0.19    0.88208762
 48.90  -0.98    0.20    0.88675429
 48.91  -0.98    0.21    0.89133229
 48.92  -0.97    0.22    0.89582115
 48.93  -0.97    0.23    0.90022043
 48.94  -0.97    0.24    0.90452970
 48.95  -0.97    0.25    0.90874850
 48.96  -0.97    0.26    0.91287644
 48.97  -0.96    0.27    0.91691309
 48.98  -0.96    0.28    0.92085805
 48.99  -0.96    0.29    0.92471092
 49.00  -0.95    0.30    0.92847132
 49.01  -0.95    0.31    0.93213888
 49.02  -0.95    0.32    0.93571322
 49.03  -0.94    0.33    0.93919399
 49.04  -0.94    0.34    0.94258085
 49.05  -0.94    0.35    0.94587344
 49.06  -0.93    0.36    0.94907145
 49.07  -0.93    0.37    0.95217456
 49.08  -0.93    0.38    0.95518244
 49.09  -0.92    0.39    0.95809481
 49.10  -0.92    0.39    0.96091137
 49.11  -0.91    0.40    0.96363184
 49.12  -0.91    0.41    0.96625595
 49.13  -0.91    0.42    0.96878343
 49.14  -0.90    0.43    0.97121404
 49.15  -0.90    0.44    0.97354752
 49.16  -0.89    0.45    0.97578366
 49.17  -0.89    0.46    0.97792221
 49.18  -0.88    0.47    0.97996297
 49.19  -0.88    0.48    0.98190574
 49.20  -0.88    0.48    0.98375031
 49.21  -0.87    0.49    0.98549652
 49.22  -0.87    0.50    0.98714417
 49.23  -0.86    0.51    0.98869311
 49.24  -0.85    0.52    0.99014318
 49.25  -0.85    0.53    0.99149424
 49.26  -0.84    0.54    0.99274615
 49.27  -0.84    0.54    0.99389879
 49.28  -0.83    0.55    0.99495203
 49.29  -0.83    0.56    0.99590579
 49.30  -0.82    0.57    0.99675995
 49.31  -0.82    0.58    0.99751444
 49.32  -0.81    0.59    0.99816917
 49.33  -0.80    0.59    0.99872409
 49.34  -0.80    0.60    0.99917914
 49.35  -0.79    0.61    0.99953428
 49.36  -0.79    0.62    0.99978946
 49.37  -0.78    0.63    0.99994466
 49.38  -0.77    0.63    0.99999986
 49.39  -0.77    0.64    0.99995507
 49.40  -0.76    0.65    0.99981029
 49.41  -0.75    0.66    0.99956552
 49.42  -0.75    0.66    0.99922080
 49.43  -0.74    0.67    0.99877616
 49.44  -0.73    0.68    0.99823164
 49.45  -0.73    0.69    0.99758729
 49.46  -0.72    0.69    0.99684319
 49.47  -0.71    0.70    0.99599941
 49.48  -0.71    0.71    0.99505603
 49.49  -0.70    0.71    0.99401314
 49.50  -0.69    0.72    0.99287085
 49.51  -0.69    0.73    0.99162928
 49.52  -0.68    0.73    0.99028854
 49.53  -0.67    0.74    0.98884878
 49.54  -0.66    0.75    0.98731013
 49.55  -0.66    0.75    0.98567275
 49.56  -0.65    0.76    0.98393680
 49.57  -0.64    0.77    0.98210247
 49.58  -0.63    0.77    0.98016992
 49.59  -0.63    0.78    0.97813936
 49.60  -0.62    0.79    0.97601098
 49.61  -0.61    0.79    0.97378500
 49.62  -0.60    0.80    0.97146165
 49.63  -0.59    0.80    0.96904115
 49.64  -0.59    0.81    0.96652374
 49.65  -0.58    0.82    0.96390969
 49.66  -0.57    0.82    0.96119924
 49.67  -0.56    0.83    0.95839268
 49.68  -0.55    0.83    0.95549028
 49.69  -0.54    0.84    0.95249233
 49.70  -0.54    0.84    0.94939913
 49.71  -0.53    0.85    0.94621099
 49.72  -0.52    0.85    0.94292823
 49.73  -0.51    0.86    0.93955118
 49.74  -0.50    0.87    0.93608017
 49.75  -0.49    0.87    0.93251556
 49.76  -0.48    0.87    0.92885770
 49.77  -0.48    0.88    0.92510695
 49.78  -0.47    0.88    0.92126369
 49.79  -0.46    0.89    0.91732831
 49.80  -0.45    0.89    0.91330119
 49.81  -0.44    0.90    0.90918275
 49.82  -0.43    0.90    0.90497339
 49.83  -0.42    0.91    0.90067353
 49.84  -0.41    0.91    0.89628360
 49.85  -0.40    0.91    0.89180405
 49.86  -0.39    0.92    0.88723531
 49.87  -0.39    0.92    0.88257786
 49.88  -0.38    0.93    0.87783215
 49.89  -0.37    0.93    0.87299865
 49.90  -0.36    0.93    0.86807786
 49.91  -0.35    0.94    0.86307025
 49.92  -0.34    0.94    0.85797635
 49.93  -0.33    0.94    0.85279664
 49.94  -0.32    0.95    0.84753166
 49.95  -0.31    0.95    0.84218192
 49.96  -0.30    0.95    0.83674797
 49.97  -0.29    0.96    0.83123034
 49.98  -0.28    0.96    0.82562959
 49.99  -0.27    0.96    0.81994628
 50.00  -0.26    0.96    0.81418097
 50.01  -0.25    0.97    0.80833425
 50.02  -0.24    0.97    0.80240669
 50.03  -0.23    0.97    0.79639889
 50.04  -0.22    0.97    0.79031146
 50.05  -0.21    0.98    0.78414499
 50.06  -0.20    0.98    0.77790011
 50.07  -0.19    0.98    0.77157744
 50.08  -0.18    0.98    0.76517762
 50.09  -0.17    0.98    0.75870127
 50.10  -0.16    0.99    0.75214906
 50.11  -0.15    0.99    0.74552163
 50.12  -0.14    0.99    0.73881965
 50.13  -0.14    0.99    0.73204379
 50.14  -0.13    0.99    0.72519473
 50.15  -0.12    0.99    0.71827314
 50.16  -0.11    0.99    0.71127974
 50.17  -0.10    1.00    0.70421520
 50.18  -0.09    1.00    0.69708024
 50.19  -0.08    1.00    0.68987557
 50.20  -0.07    1.00    0.68260192
 50.21  -0.06    1.00    0.67526001
 50.22  -0.05    1.00    0.66785057
 50.23  -0.04    1.00    0.66037435
 50.24  -0.03    1.00    0.65283209
 50.25  -0.02    1.00    0.64522455
 50.26  -0.01    1.00    0.63755249
 50.27   0.00    1.00    0.62981667
 50.28   0.01    1.00    0.62201787
 50.29   0.02    1.00    0.61415687
 50.30   0.03    1.00    0.60623445
 50.31   0.04    1.00    0.59825141
 50.32   0.05    1.00    0.59020855
 50.33   0.06    1.00    0.58210667
 50.34   0.07    1.00    0.57394657
 50.35   0.08    1.00    0.56572908
 50.36   0.09    1.00    0.55745502
 50.37   0.10    0.99    0.54912522
 50.38   0.11    0.99    0.54074050
 50.39   0.12    0.99    0.53230171
 50.40   0.13    0.99    0.52380969
 50.41   0.14    0.99    0.51526529
 50.42   0.15    0.99    0.50666936
 50.43   0.16    0.99    0.49802277
 50.44   0.17    0.98    0.48932637
 50.45   0.18    0.98    0.48058104
 50.46   0.19    0.98    0.47178766
 50.47   0.20    0.98    0.46294709
 50.48   0.21    0.98    0.45406023
 50.49   0.22    0.97    0.44512797
 50.50   0.23    0.97    0.43615119
 50.51   0.24    0.97    0.42713080
 50.52   0.25    0.97    0.41806770
 50.53   0.26    0.97    0.40896279
 50.54   0.27    0.96    0.39981698
